Airline,FlightNumber,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
XE,2745,BNA,EWR,Wednesday,06:00,127,0
XE,2904,GRR,CLE,Wednesday,06:00,58,1
XE,2997,MSP,EWR,Wednesday,06:00,158,1
XE,3037,CHS,IAH,Wednesday,06:00,167,0
XE,3047,BHM,IAH,Wednesday,06:00,116,1
XE,3066,RIC,EWR,Wednesday,06:00,69,0
XE,3115,PVD,CLE,Wednesday,06:00,117,0
XE,5905,ABE,ORD,Wednesday,06:00,136,1
XE,5924,ICT,ORD,Wednesday,06:00,110,1
XE,5941,TUL,ORD,Wednesday,06:00,113,0
XE,5949,BTV,ORD,Wednesday,06:00,159,0
XE,5958,GRB,ORD,Wednesday,06:00,60,0
XE,5983,CLE,IAD,Wednesday,06:00,75,1
XE,5984,TYS,IAD,Wednesday,06:00,95,0
XE,5986,FAR,ORD,Wednesday,06:00,112,1
XE,5991,XNA,ORD,Wednesday,06:00,105,0
XE,5992,FSD,ORD,Wednesday,06:00,96,0
YV,2692,MEM,CLT,Wednesday,06:00,105,0
YV,2718,MRY,PHX,Wednesday,06:00,145,0
YV,2931,SAT,PHX,Wednesday,06:00,146,0
YV,7218,ATL,IAD,Wednesday,06:00,100,0
YV,7236,ROC,ORD,Wednesday,06:00,117,0
YV,7238,ORD,JAX,Wednesday,06:00,135,0
YV,7287,ORF,ORD,Wednesday,06:00,143,0
B6,742,SJU,MCO,Wednesday,06:01,184,0
OO,6965,AVL,ORD,Wednesday,06:01,109,0
UA,664,SFO,ORD,Wednesday,06:01,249,0
CO,1406,PIT,IAH,Wednesday,06:02,188,1
OO,6497,BFL,DEN,Wednesday,06:02,144,0
OO,6749,RAP,DEN,Wednesday,06:02,76,0
OO,6829,SMF,SFO,Wednesday,06:02,48,0
OO,7052,DRO,DEN,Wednesday,06:02,76,0
UA,59,DEN,SFO,Wednesday,06:02,167,0
UA,635,RDU,ORD,Wednesday,06:02,139,0
UA,675,BUF,ORD,Wednesday,06:02,113,0
XE,5902,PIA,ORD,Wednesday,06:02,63,0
B6,1320,BWI,BOS,Wednesday,06:03,77,0
B6,740,PSE,JFK,Wednesday,06:03,237,0
DL,1943,EWR,ATL,Wednesday,06:03,156,0
XE,2006,GSO,EWR,Wednesday,06:03,89,0
XE,2783,TYS,IAH,Wednesday,06:03,142,0
HA,205,OGG,HNL,Wednesday,06:04,33,0
OO,6495,COS,LAX,Wednesday,06:04,161,0
OO,6991,BHM,ORD,Wednesday,06:04,132,1
UA,261,SFO,LAX,Wednesday,06:04,95,0
9E,3698,PIA,MSP,Wednesday,06:05,100,0
9E,3964,ALB,JFK,Wednesday,06:05,90,1
9E,4227,FWA,CVG,Wednesday,06:05,52,0
AA,1002,DEN,DFW,Wednesday,06:05,125,0
AA,1331,MCI,DFW,Wednesday,06:05,105,0
AA,1425,STL,ORD,Wednesday,06:05,75,0
AA,1698,SLC,DFW,Wednesday,06:05,170,0
AA,1851,DCA,MIA,Wednesday,06:05,160,1
AA,1938,MSP,MIA,Wednesday,06:05,225,0
AA,2127,PHL,MIA,Wednesday,06:05,175,0
AA,697,FLL,DFW,Wednesday,06:05,190,0
AA,705,LGA,DFW,Wednesday,06:05,250,0
AS,730,ANC,SEA,Wednesday,06:05,205,0
AS,73,SIT,JNU,Wednesday,06:05,42,0
B6,1235,BOS,RDU,Wednesday,06:05,125,0
B6,451,BOS,FLL,Wednesday,06:05,204,0
CO,1093,CMH,IAH,Wednesday,06:05,168,1
CO,1471,TUL,IAH,Wednesday,06:05,95,0
CO,151,RDU,IAH,Wednesday,06:05,180,0
CO,1831,PBI,IAH,Wednesday,06:05,163,0
DL,1024,BDL,ATL,Wednesday,06:05,175,0
DL,1583,RSW,CVG,Wednesday,06:05,141,0
DL,1937,BWI,DTW,Wednesday,06:05,103,0
DL,1982,MEM,ATL,Wednesday,06:05,85,0
DL,2385,BOS,CVG,Wednesday,06:05,145,0
DL,2931,LGA,DTW,Wednesday,06:05,118,0
DL,2940,OAK,SLC,Wednesday,06:05,108,0
EV,5343,GRR,ATL,Wednesday,06:05,130,0
FL,290,HOU,ATL,Wednesday,06:05,112,0
FL,461,BWI,ATL,Wednesday,06:05,126,0
MQ,3074,LAX,RNO,Wednesday,06:05,90,0
MQ,3366,CAE,DFW,Wednesday,06:05,185,0
MQ,3391,TXK,DFW,Wednesday,06:05,60,1
MQ,3894,XNA,ORD,Wednesday,06:05,100,1
MQ,4015,JAX,ORD,Wednesday,06:05,160,0
MQ,4077,ABE,ORD,Wednesday,06:05,140,0
OH,6358,LIT,DTW,Wednesday,06:05,131,0
OH,6522,PHL,MEM,Wednesday,06:05,178,0
OO,3045,DSM,MKE,Wednesday,06:05,66,0
OO,4794,ONT,SLC,Wednesday,06:05,104,0
OO,6232,FAT,LAS,Wednesday,06:05,77,1
OO,6558,RNO,DEN,Wednesday,06:05,129,0
OO,6722,PSC,DEN,Wednesday,06:05,139,1
OO,6750,ORD,ATL,Wednesday,06:05,124,1
UA,112,ONT,DEN,Wednesday,06:05,139,0
UA,524,ORD,BOS,Wednesday,06:05,139,0
UA,600,ORD,DCA,Wednesday,06:05,111,0
UA,634,ORD,EWR,Wednesday,06:05,125,0
US,486,RNO,PHX,Wednesday,06:05,107,0
WN,1136,LAS,LAX,Wednesday,06:05,65,0
WN,1426,STL,DAL,Wednesday,06:05,110,1
WN,1461,DEN,LAS,Wednesday,06:05,120,1
WN,1481,BNA,DEN,Wednesday,06:05,185,1
WN,1687,STL,DEN,Wednesday,06:05,150,1
WN,1772,SFO,SAN,Wednesday,06:05,85,0
WN,1824,MHT,BWI,Wednesday,06:05,110,1
WN,1945,SEA,DEN,Wednesday,06:05,160,1
WN,2557,STL,MDW,Wednesday,06:05,65,0
WN,2885,LAS,DEN,Wednesday,06:05,115,0
WN,28,BOS,BWI,Wednesday,06:05,110,0
WN,317,MDW,DEN,Wednesday,06:05,170,1
WN,3842,LAS,PHX,Wednesday,06:05,70,0
WN,388,AUS,ELP,Wednesday,06:05,100,1
WN,410,CMH,MDW,Wednesday,06:05,70,1
WN,673,DAL,SAT,Wednesday,06:05,65,0
XE,2528,MHT,CLE,Wednesday,06:05,119,0
XE,2696,DAY,CLE,Wednesday,06:05,54,0
XE,2995,IAD,IAH,Wednesday,06:05,211,0
CO,689,DTW,IAH,Wednesday,06:06,185,0
OO,6369,TUS,SFO,Wednesday,06:07,133,1
OO,6374,PSP,SFO,Wednesday,06:07,88,0
YV,7305,CLT,IAD,Wednesday,06:07,79,0
9E,3683,SCE,DTW,Wednesday,06:10,90,0
AA,1032,ONT,DFW,Wednesday,06:10,180,0
AA,1354,LAS,MIA,Wednesday,06:10,265,0
AA,1723,BWI,MIA,Wednesday,06:10,160,0
AA,2410,LAX,DFW,Wednesday,06:10,185,0
AA,301,LGA,ORD,Wednesday,06:10,160,0
AA,398,ORD,LGA,Wednesday,06:10,120,0
AA,488,SEA,DFW,Wednesday,06:10,230,1
AA,532,DFW,RDU,Wednesday,06:10,145,0
AA,700,DFW,LGA,Wednesday,06:10,190,1
AA,817,BNA,DFW,Wednesday,06:10,130,0
AS,151,ANC,OTZ,Wednesday,06:10,95,0
AS,340,SEA,OAK,Wednesday,06:10,122,0
AS,561,LAX,PDX,Wednesday,06:10,147,0
DL,1453,LGA,MSP,Wednesday,06:10,184,0
DL,1597,PHL,MSP,Wednesday,06:10,180,0
DL,1661,DTW,ATL,Wednesday,06:10,136,0
DL,1815,LGA,CVG,Wednesday,06:10,129,0
DL,2782,MSY,MEM,Wednesday,06:10,83,1
DL,2865,BUF,ATL,Wednesday,06:10,154,0
DL,328,JAN,ATL,Wednesday,06:10,83,0
EV,5176,VPS,MEM,Wednesday,06:10,88,0
EV,5247,DCA,MEM,Wednesday,06:10,147,1
EV,5612,MEI,ATL,Wednesday,06:10,68,1
EV,7119,ROC,IAD,Wednesday,06:10,80,0
EV,7132,CAE,IAD,Wednesday,06:10,83,0
F9,453,LGA,MKE,Wednesday,06:10,135,0
F9,653,ATL,DEN,Wednesday,06:10,201,1
FL,411,PWM,BWI,Wednesday,06:10,102,0
FL,69,IAD,ATL,Wednesday,06:10,119,0
FL,989,PIT,ATL,Wednesday,06:10,120,0
MQ,2743,FAY,DFW,Wednesday,06:10,195,0
MQ,3612,BHM,MIA,Wednesday,06:10,115,0
MQ,3685,MEM,MIA,Wednesday,06:10,145,0
MQ,4076,FAR,ORD,Wednesday,06:10,130,0
MQ,4117,TRI,ORD,Wednesday,06:10,110,0
MQ,4152,AZO,ORD,Wednesday,06:10,60,0
MQ,4414,RDU,JFK,Wednesday,06:10,95,0
MQ,4419,RDU,DCA,Wednesday,06:10,65,1
OH,6340,EWR,MEM,Wednesday,06:10,187,1
OH,6360,MDT,DTW,Wednesday,06:10,107,0
OH,6397,SYR,JFK,Wednesday,06:10,90,0
OH,6405,GSO,ATL,Wednesday,06:10,93,0
OH,6686,STL,CVG,Wednesday,06:10,73,0
OH,6770,IND,DCA,Wednesday,06:10,100,0
OO,4531,FCA,SLC,Wednesday,06:10,97,0
OO,4681,EUG,SLC,Wednesday,06:10,113,0
OO,4682,SJC,SLC,Wednesday,06:10,112,0
OO,4713,RAP,SLC,Wednesday,06:10,104,1
OO,4729,MFR,SLC,Wednesday,06:10,112,0
OO,4756,MCI,SLC,Wednesday,06:10,162,1
OO,6364,SBA,LAX,Wednesday,06:10,48,0
OO,6465,SLC,LAX,Wednesday,06:10,120,0
OO,6674,FAT,DEN,Wednesday,06:10,134,0
OO,6716,CRW,ORD,Wednesday,06:10,97,0
OO,6826,MRY,SFO,Wednesday,06:10,35,0
OO,6850,ORD,MBS,Wednesday,06:10,60,1
UA,414,ORD,BDL,Wednesday,06:10,129,0
UA,732,SEA,ORD,Wednesday,06:10,242,0
UA,893,BOS,SFO,Wednesday,06:10,410,0
UA,966,LAX,IAD,Wednesday,06:10,292,0
US,1223,SYR,DCA,Wednesday,06:10,82,0
US,12,SMF,PHX,Wednesday,06:10,109,0
US,1703,PVD,DCA,Wednesday,06:10,87,0
US,506,BOS,PHX,Wednesday,06:10,364,0
US,590,OAK,PHX,Wednesday,06:10,112,0
US,641,DFW,PHX,Wednesday,06:10,157,1
WN,1105,LAS,MDW,Wednesday,06:10,215,0
WN,1762,OAK,DEN,Wednesday,06:10,155,0
WN,3060,LAX,PHX,Wednesday,06:10,75,0
WN,3684,SAT,DEN,Wednesday,06:10,145,0
WN,3762,MSP,STL,Wednesday,06:10,105,1
WN,379,OAK,SEA,Wednesday,06:10,125,1
WN,380,SFO,DEN,Wednesday,06:10,155,0
WN,682,AUS,DEN,Wednesday,06:10,140,0
WN,821,OAK,LAX,Wednesday,06:10,75,0
XE,2251,IND,EWR,Wednesday,06:10,114,0
XE,2323,ALB,CLE,Wednesday,06:10,102,0
XE,2445,BOS,CLE,Wednesday,06:10,125,0
XE,2585,STL,EWR,Wednesday,06:10,137,0
XE,2718,BWI,EWR,Wednesday,06:10,54,0
XE,5998,ROA,IAD,Wednesday,06:10,65,1
YV,2735,ELP,PHX,Wednesday,06:10,80,0
YV,2933,ABQ,PHX,Wednesday,06:10,76,0
OO,6759,LIT,ORD,Wednesday,06:11,115,0
UA,791,LAS,DEN,Wednesday,06:11,120,0
UA,894,DEN,LAX,Wednesday,06:11,159,0
OO,6320,LAX,SAN,Wednesday,06:12,48,0
UA,871,MCI,DEN,Wednesday,06:12,118,0
XE,5950,BUF,IAD,Wednesday,06:12,74,0
HA,107,KOA,HNL,Wednesday,06:13,42,0
UA,243,MSP,DEN,Wednesday,06:13,139,0
UA,796,RDU,IAD,Wednesday,06:13,69,0
UA,812,GEG,DEN,Wednesday,06:13,133,0
XE,3081,BTV,EWR,Wednesday,06:13,77,0
9E,3692,FSD,DTW,Wednesday,06:15,130,1
9E,3751,ROC,DTW,Wednesday,06:15,103,0
9E,3815,PNS,MEM,Wednesday,06:15,91,0
9E,3946,MSN,MEM,Wednesday,06:15,118,0
9E,3997,MLI,MEM,Wednesday,06:15,96,0
9E,4259,PLN,DTW,Wednesday,06:15,95,0
9E,4388,IAD,DTW,Wednesday,06:15,108,0
9E,4390,CID,DTW,Wednesday,06:15,106,0
AA,2258,SAT,DFW,Wednesday,06:15,65,0
B6,1249,BOS,IAD,Wednesday,06:15,100,1
CO,1576,SJC,IAH,Wednesday,06:15,228,0
CO,1649,FLL,IAH,Wednesday,06:15,164,0
CO,223,SEA,IAH,Wednesday,06:15,245,0
DL,1125,PHF,ATL,Wednesday,06:15,116,0
DL,1244,HOU,ATL,Wednesday,06:15,130,0
DL,1408,DEN,MSP,Wednesday,06:15,129,0
DL,1432,BWI,MEM,Wednesday,06:15,147,0
DL,1516,DEN,ATL,Wednesday,06:15,170,0
DL,1762,BNA,DTW,Wednesday,06:15,126,0
DL,1909,FNT,ATL,Wednesday,06:15,146,0
DL,1999,MCI,MEM,Wednesday,06:15,88,0
DL,2052,MSY,ATL,Wednesday,06:15,95,0
DL,2154,LAX,ATL,Wednesday,06:15,252,1
DL,2570,LAX,SLC,Wednesday,06:15,119,0
DL,2578,SAN,SLC,Wednesday,06:15,120,0
EV,4993,ATL,DTW,Wednesday,06:15,110,1
EV,5075,MDT,ATL,Wednesday,06:15,133,0
EV,5182,GNV,ATL,Wednesday,06:15,75,0
EV,5364,MGM,MEM,Wednesday,06:15,76,0
EV,5611,LEX,ATL,Wednesday,06:15,85,0
EV,7349,OKC,MEM,Wednesday,06:15,93,0
F9,103,MSP,DEN,Wednesday,06:15,131,0
F9,143,HOU,DEN,Wednesday,06:15,146,0
F9,192,DAY,DEN,Wednesday,06:15,189,0
F9,262,STL,DEN,Wednesday,06:15,144,0
F9,319,DCA,MKE,Wednesday,06:15,130,0
F9,38,SEA,DEN,Wednesday,06:15,154,0
F9,496,CAK,DEN,Wednesday,06:15,202,1
FL,582,GRR,BWI,Wednesday,06:15,95,0
FL,656,SAT,ATL,Wednesday,06:15,131,0
FL,96,RDU,ATL,Wednesday,06:15,85,0
MQ,2810,SHV,DFW,Wednesday,06:15,60,0
MQ,3314,FWA,DFW,Wednesday,06:15,165,0
MQ,3600,CHS,MIA,Wednesday,06:15,105,0
MQ,4199,EVV,ORD,Wednesday,06:15,85,0
MQ,4503,CMH,JFK,Wednesday,06:15,105,0
MQ,4576,LGA,CLT,Wednesday,06:15,120,0
MQ,4590,MSP,LGA,Wednesday,06:15,164,0
MQ,4599,LGA,MSP,Wednesday,06:15,175,0
OH,6566,RIC,JFK,Wednesday,06:15,85,0
OH,6594,BHM,LGA,Wednesday,06:15,150,1
OO,4478,ORD,SLC,Wednesday,06:15,205,1
OO,4553,LAX,LAS,Wednesday,06:15,70,0
OO,4654,HLN,SLC,Wednesday,06:15,69,0
OO,6463,SMF,LAX,Wednesday,06:15,95,0
OO,6992,DLH,ORD,Wednesday,06:15,90,0
UA,33,DFW,DEN,Wednesday,06:15,136,0
US,1125,BDL,CLT,Wednesday,06:15,140,0
US,1433,BOS,CLT,Wednesday,06:15,152,0
US,1517,BDL,DCA,Wednesday,06:15,81,1
US,1626,CLT,LGA,Wednesday,06:15,100,0
US,1812,PHL,BOS,Wednesday,06:15,74,0
WN,1056,STL,LAS,Wednesday,06:15,235,1
WN,107,MDW,PHL,Wednesday,06:15,125,0
WN,1155,ONT,PHX,Wednesday,06:15,70,0
WN,1199,OKC,HOU,Wednesday,06:15,85,1
WN,1320,LAS,SEA,Wednesday,06:15,165,0
WN,1400,DEN,MDW,Wednesday,06:15,145,0
WN,1628,DAL,HOU,Wednesday,06:15,60,1
WN,1636,HOU,DAL,Wednesday,06:15,60,0
WN,1657,ELP,SAT,Wednesday,06:15,80,0
WN,1915,BDL,BWI,Wednesday,06:15,80,1
WN,2377,PIT,MCO,Wednesday,06:15,150,1
WN,2706,ELP,AUS,Wednesday,06:15,85,0
WN,3756,LAX,SMF,Wednesday,06:15,80,0
WN,3915,AUS,HOU,Wednesday,06:15,50,1
WN,532,PHX,MDW,Wednesday,06:15,200,1
WN,568,BHM,PHX,Wednesday,06:15,240,1
WN,685,OMA,STL,Wednesday,06:15,70,0
WN,697,LBB,AUS,Wednesday,06:15,70,0
WN,6,CRP,HOU,Wednesday,06:15,50,0
WN,756,MDW,MCI,Wednesday,06:15,95,1
WN,840,DEN,PHX,Wednesday,06:15,120,0
WN,912,OAK,SNA,Wednesday,06:15,85,1
XE,2046,AEX,IAH,Wednesday,06:15,62,0
XE,2072,RIC,IAH,Wednesday,06:15,199,1
XE,2175,BNA,IAH,Wednesday,06:15,134,0
XE,2535,SDF,EWR,Wednesday,06:15,114,0
XE,2853,DAY,EWR,Wednesday,06:15,108,0
XE,2946,JAX,EWR,Wednesday,06:15,132,0
YV,2631,EWR,CLT,Wednesday,06:15,115,0
YV,2924,AUS,PHX,Wednesday,06:15,148,0
HA,113,HNL,LIH,Wednesday,06:16,35,0
UA,472,SMF,ORD,Wednesday,06:16,245,0
OO,6314,PSP,LAX,Wednesday,06:17,47,0
UA,185,PHL,SFO,Wednesday,06:17,389,0
UA,671,PHX,SFO,Wednesday,06:17,138,0
OO,6438,GJT,DEN,Wednesday,06:18,60,0
OO,6568,SAN,LAX,Wednesday,06:18,52,0
OO,7037,CPR,DEN,Wednesday,06:18,69,0
UA,16,SAN,ORD,Wednesday,06:18,244,1
UA,484,SAN,DEN,Wednesday,06:18,149,0
OH,6621,LEX,DTW,Wednesday,06:19,86,0
UA,988,DSM,DEN,Wednesday,06:19,127,0
9E,3684,PIT,JFK,Wednesday,06:20,106,0
9E,3779,FSM,MEM,Wednesday,06:20,67,0
9E,3934,TUL,MEM,Wednesday,06:20,83,0
9E,4052,DAL,MEM,Wednesday,06:20,88,0
9E,4138,BUF,DTW,Wednesday,06:20,85,0
AA,1096,SAN,ORD,Wednesday,06:20,250,0
AA,1185,RDU,DFW,Wednesday,06:20,200,1
AA,1280,SJC,DFW,Wednesday,06:20,215,0
AA,1433,BDL,MIA,Wednesday,06:20,205,0
AA,1434,DFW,MCO,Wednesday,06:20,145,0
AA,1466,DFW,BOS,Wednesday,06:20,200,1
AA,2065,MFE,DFW,Wednesday,06:20,95,0
AA,2515,STL,MIA,Wednesday,06:20,160,0
AA,496,ORD,DCA,Wednesday,06:20,99,0
AA,689,ORF,DFW,Wednesday,06:20,220,1
AA,971,ATL,MIA,Wednesday,06:20,110,0
AS,477,LAX,SEA,Wednesday,06:20,165,0
AS,537,ONT,SEA,Wednesday,06:20,166,0
AS,658,PDX,SJC,Wednesday,06:20,108,0
B6,1321,BOS,BWI,Wednesday,06:20,89,0
CO,605,OKC,IAH,Wednesday,06:20,80,0
DL,1212,LAX,MSP,Wednesday,06:20,220,1
DL,1449,IAD,ATL,Wednesday,06:20,129,0
DL,1756,SAT,MSP,Wednesday,06:20,168,0
DL,1872,TPA,ATL,Wednesday,06:20,90,0
DL,2346,PDX,ATL,Wednesday,06:20,279,0
DL,2414,FLL,JFK,Wednesday,06:20,169,0
DL,2513,MSP,ATL,Wednesday,06:20,167,1
EV,4991,MYR,ATL,Wednesday,06:20,81,0
EV,5428,LFT,MEM,Wednesday,06:20,83,0
EV,7095,GSO,IAD,Wednesday,06:20,67,0
F9,650,SFO,DEN,Wednesday,06:20,150,0
F9,765,AUS,DEN,Wednesday,06:20,133,1
FL,132,TPA,ATL,Wednesday,06:20,95,0
FL,300,DEN,ATL,Wednesday,06:20,167,0
FL,684,ICT,ATL,Wednesday,06:20,126,0
FL,806,BOS,BWI,Wednesday,06:20,93,0
MQ,2985,AGS,DFW,Wednesday,06:20,175,0
MQ,3081,SAN,LAX,Wednesday,06:20,45,0
MQ,3302,MLI,DFW,Wednesday,06:20,140,0
MQ,4004,CVG,ORD,Wednesday,06:20,80,1
MQ,4278,CMI,ORD,Wednesday,06:20,55,0
OO,4529,OMA,SLC,Wednesday,06:20,156,1
OO,4554,GTF,SLC,Wednesday,06:20,88,0
OO,4638,SAN,LAX,Wednesday,06:20,49,0
OO,4667,TUL,SLC,Wednesday,06:20,154,1
OO,6454,MSN,ORD,Wednesday,06:20,55,0
OO,6701,FAR,DEN,Wednesday,06:20,128,0
OO,6832,SBA,SFO,Wednesday,06:20,88,0
OO,6974,HDN,DEN,Wednesday,06:20,67,1
UA,143,TPA,ORD,Wednesday,06:20,170,0
UA,353,LAX,LAS,Wednesday,06:20,80,0
UA,381,BDL,ORD,Wednesday,06:20,161,0
UA,658,SJC,DEN,Wednesday,06:20,156,0
US,1434,MIA,CLT,Wednesday,06:20,126,0
US,542,SJC,PHX,Wednesday,06:20,113,0
WN,1329,ONT,SMF,Wednesday,06:20,90,0
WN,1472,DEN,LAX,Wednesday,06:20,155,0
WN,1566,ALB,BWI,Wednesday,06:20,95,1
WN,1591,PHL,BOS,Wednesday,06:20,80,0
WN,220,BHM,HOU,Wednesday,06:20,115,0
WN,2552,RNO,LAS,Wednesday,06:20,80,1
WN,496,PDX,DEN,Wednesday,06:20,145,1
WN,758,DAL,LIT,Wednesday,06:20,60,0
WN,831,PHL,MDW,Wednesday,06:20,135,1
WN,909,ECP,BWI,Wednesday,06:20,130,0
XE,2208,MCI,EWR,Wednesday,06:20,157,0
XE,2788,CVG,EWR,Wednesday,06:20,112,0
YV,2934,BFL,PHX,Wednesday,06:20,92,1
FL,1435,PHF,BOS,Wednesday,06:21,89,1
HA,105,OGG,HNL,Wednesday,06:21,33,0
UA,132,PDX,ORD,Wednesday,06:21,234,0
UA,73,SAN,SFO,Wednesday,06:22,103,0
DL,1241,GSP,ATL,Wednesday,06:23,63,1
HA,101,ITO,HNL,Wednesday,06:23,49,0
UA,91,EWR,SFO,Wednesday,06:23,393,0
XE,2164,PIT,EWR,Wednesday,06:23,83,0
DL,1260,GEG,SLC,Wednesday,06:24,110,1
OO,6727,MTJ,DEN,Wednesday,06:24,63,0
9E,3928,PIA,DTW,Wednesday,06:25,93,0
AA,1361,HSV,DFW,Wednesday,06:25,135,0
AA,1462,MCI,ORD,Wednesday,06:25,95,0
AA,2042,DFW,FLL,Wednesday,06:25,150,0
AA,404,MIA,MCO,Wednesday,06:25,60,0
AA,419,BOS,DFW,Wednesday,06:25,270,0
AA,509,DTW,DFW,Wednesday,06:25,185,0
AA,608,SAN,DFW,Wednesday,06:25,185,0
AA,810,SFO,ORD,Wednesday,06:25,255,0
AS,304,SEA,SFO,Wednesday,06:25,133,0
B6,110,MSY,JFK,Wednesday,06:25,163,0
CO,1087,MCO,IAH,Wednesday,06:25,150,0
CO,1437,TPA,IAH,Wednesday,06:25,142,1
CO,625,EWR,CLE,Wednesday,06:25,100,0
CO,651,AUS,EWR,Wednesday,06:25,205,0
CO,724,CLE,EWR,Wednesday,06:25,83,0
DL,1092,TPA,DTW,Wednesday,06:25,169,0
DL,1192,SMF,SLC,Wednesday,06:25,103,0
DL,1592,SAN,ATL,Wednesday,06:25,249,0
DL,2163,DCA,MSP,Wednesday,06:25,173,0
DL,2258,RDU,MSP,Wednesday,06:25,184,0
DL,2283,CAE,ATL,Wednesday,06:25,78,1
DL,2728,RNO,SLC,Wednesday,06:25,92,0
DL,2938,ATL,DCA,Wednesday,06:25,94,0
EV,7305,HSV,MEM,Wednesday,06:25,67,0
EV,7372,GPT,MEM,Wednesday,06:25,83,1
F9,71,DTW,DEN,Wednesday,06:25,189,0
F9,790,PDX,DEN,Wednesday,06:25,144,1
FL,431,MKE,ATL,Wednesday,06:25,129,0
FL,516,CMH,ATL,Wednesday,06:25,108,0
MQ,2782,LEX,DFW,Wednesday,06:25,160,1
MQ,2830,PNS,DFW,Wednesday,06:25,125,0
MQ,4375,DCA,RDU,Wednesday,06:25,65,0
MQ,4464,LGA,BOS,Wednesday,06:25,65,0
OH,6421,EWR,CVG,Wednesday,06:25,140,1
OO,4489,COS,SLC,Wednesday,06:25,95,0
OO,4551,RDM,SLC,Wednesday,06:25,101,1
OO,4624,FAT,SLC,Wednesday,06:25,104,1
OO,4645,BTM,SLC,Wednesday,06:25,73,1
OO,4714,CPR,SLC,Wednesday,06:25,73,0
OO,4840,BIL,SLC,Wednesday,06:25,80,0
OO,6401,EUG,SFO,Wednesday,06:25,96,0
OO,6547,IAH,ORD,Wednesday,06:25,151,0
US,1019,PVD,CLT,Wednesday,06:25,143,0
US,1656,BUF,CLT,Wednesday,06:25,116,0
US,220,SAN,PHX,Wednesday,06:25,84,0
US,375,JFK,CLT,Wednesday,06:25,120,0
WN,1019,SFO,LAX,Wednesday,06:25,75,0
WN,1093,BUF,BWI,Wednesday,06:25,90,0
WN,1633,LAS,TUS,Wednesday,06:25,75,0
WN,205,SAT,MDW,Wednesday,06:25,155,0
WN,2102,LAS,SJC,Wednesday,06:25,85,0
WN,219,SMF,LAS,Wednesday,06:25,80,0
WN,264,DEN,STL,Wednesday,06:25,120,0
WN,3073,PVD,BWI,Wednesday,06:25,90,1
WN,370,PDX,SJC,Wednesday,06:25,105,0
WN,550,PHX,SJC,Wednesday,06:25,125,0
WN,579,LAX,OAK,Wednesday,06:25,80,0
WN,609,ABQ,PHX,Wednesday,06:25,80,0
WN,703,DAL,TUL,Wednesday,06:25,60,0
WN,734,DEN,MCI,Wednesday,06:25,105,1
WN,792,DTW,BNA,Wednesday,06:25,105,1
WN,863,MSY,HOU,Wednesday,06:25,75,0
WN,8,HRL,HOU,Wednesday,06:25,60,0
XE,2094,DTW,EWR,Wednesday,06:25,97,0
XE,2169,EWR,CMH,Wednesday,06:25,114,0
XE,2377,DSM,IAH,Wednesday,06:25,150,0
XE,2419,CLT,CLE,Wednesday,06:25,92,0
XE,2563,EWR,STL,Wednesday,06:25,172,1
XE,2660,XNA,IAH,Wednesday,06:25,104,1
XE,2927,DCA,CLE,Wednesday,06:25,72,1
XE,5973,TVC,ORD,Wednesday,06:25,79,0
YV,2702,SBP,PHX,Wednesday,06:25,94,0
YV,2903,SBA,PHX,Wednesday,06:25,91,0
OO,6828,RNO,SFO,Wednesday,06:26,69,0
XE,3067,PVD,EWR,Wednesday,06:26,64,0
UA,491,OKC,DEN,Wednesday,06:27,113,0
9E,3931,MBS,MSP,Wednesday,06:28,102,0
FL,234,RIC,ATL,Wednesday,06:28,107,0
OO,6517,TUS,LAX,Wednesday,06:28,95,0
OO,6933,ORD,LAN,Wednesday,06:28,49,0
XE,2821,ORF,CLE,Wednesday,06:28,107,1
XE,2921,GRR,IAH,Wednesday,06:28,182,0
OO,6243,SAT,LAX,Wednesday,06:29,201,0
OO,6564,COS,DEN,Wednesday,06:29,49,0
XE,2183,EWR,IND,Wednesday,06:29,139,0
XE,2437,EWR,RDU,Wednesday,06:29,104,0
XE,2549,EWR,CVG,Wednesday,06:29,131,0
9E,3669,SGF,MEM,Wednesday,06:30,75,1
9E,3778,COU,MEM,Wednesday,06:30,82,0
9E,3890,DLH,DTW,Wednesday,06:30,112,0
9E,3970,BHM,MEM,Wednesday,06:30,68,0
9E,3974,TVC,DTW,Wednesday,06:30,82,0
9E,4001,ORD,MEM,Wednesday,06:30,115,1
9E,4014,IND,DTW,Wednesday,06:30,80,0
9E,4117,ROC,ATL,Wednesday,06:30,145,1
9E,4211,STL,MEM,Wednesday,06:30,75,0
9E,4251,RDU,CVG,Wednesday,06:30,100,0
AA,1083,IAD,DFW,Wednesday,06:30,210,0
AA,1182,LAX,AUS,Wednesday,06:30,175,0
AA,1637,MCO,ORD,Wednesday,06:30,185,0
AA,201,JFK,LAX,Wednesday,06:30,385,0
AA,2401,DFW,LAX,Wednesday,06:30,205,0
AA,851,TUL,ORD,Wednesday,06:30,120,0
AS,232,SEA,SAN,Wednesday,06:30,154,0
AS,493,SAN,SEA,Wednesday,06:30,183,0
AS,502,SEA,SNA,Wednesday,06:30,161,0
B6,1012,JFK,BOS,Wednesday,06:30,65,0
B6,1790,DCA,BOS,Wednesday,06:30,85,0
